symbol,sector,industry,country,shares_outstanding
VRSN.O,Information Technology,IT Services,United States of America,355200000
VRT,Industrials,Electrical Equipment,United States of America,380703974
VRTX.O,Health Care,Biotechnology,United States of America,256940382
VSAT.O,Information Technology,Communications Equipment,United States of America,125849088
VSCO.K,Consumer Discretionary,Specialty Retail,United States of America,78000000
VSEC.O,Industrials,Commercial Services & Supplies,United States of America,15756918
VSH,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,145704301
VST,Utilities,Independent Power and Renewable Electricity Producers,United States of America,543635172
VSTS.K,Industrials,Commercial Services & Supplies,United States of America,131481967
VTEX.K,Communication Services,Interactive Media & Services,United Kingdom,184027008
VTOL.K,Energy,Energy Equipment & Services,United States of America,30876000
VTRS.O,Health Care,Pharmaceuticals,United States of America,1221994491
VTS,Energy,"Oil, Gas & Consumable Fuels",United States of America,32812007
VTYX.O,Health Care,Pharmaceuticals,United States of America,59252349
VVV,Consumer Discretionary,Specialty Retail,United States of America,128500000
VVX,Industrials,Aerospace & Defense,United States of America,31191628
VXRT.O,Health Care,Biotechnology,United States of America,153959853
VYGR.O,Health Care,Biotechnology,United States of America,44038333
VYNE.O,Health Care,Pharmaceuticals,United States of America,14098888
VYX,Information Technology,Software,United States of America,142600000
VZ,Communication Services,Diversified Telecommunication Services,United States of America,4291433646
W,Consumer Discretionary,Specialty Retail,United States of America,125420876
WAB,Industrials,Machinery,United States of America,226900000
WABC.O,Financials,Banks,United States of America,26708000
WAFD.O,Financials,Banks,United States of America,154007429
WAI.O,Financials,Capital Markets,China,14750000
WAL,Financials,Banks,United States of America,112944743
WALD.O,Consumer Staples,Personal Care Products,United States of America,101228857
WASH.O,Financials,Banks,United States of America,19562000
WAT,Health Care,Life Sciences Tools & Services,United States of America,162949174
WAY.O,Health Care,Health Care Technology,United States of America,172108240
WBA.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,1172513618
WBD.O,Communication Services,Entertainment,United States of America,2669000000
WBS,Financials,Banks,United States of America,182740581
WBTN.O,Communication Services,Interactive Media & Services,United States of America,126886102
WCC,Industrials,Trading Companies & Distributors,United States of America,73966829
WCT.O,Information Technology,Software,Hong Kong,21100000
WD,Financials,Financial Services,United States of America,33766571
WDAY.O,Information Technology,Software,United States of America,266864000
WDC.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,343000000
WDFC.O,Consumer Staples,Household Products,United States of America,19925212
WEAV.K,Information Technology,Software,United States of America,73225253
WEC,Utilities,Multi-Utilities,United States of America,317680855
WEN.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,470424000
WERN.O,Industrials,Ground Transportation,United States of America,80533536
WEST.O,Consumer Staples,Food Products,United States of America,88051000
WEX,Financials,Financial Services,United States of America,50300000
WEYS.O,Consumer Discretionary,Distributors,United States of America,9496729
WFC,Financials,Banks,United States of America,5481811474
WFRD.O,Energy,Energy Equipment & Services,United States of America,72100000
WGO,Consumer Discretionary,Automobiles,United States of America,51800000
WGS.O,Health Care,Health Care Providers & Services,United States of America,28016545
WH,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,102800000
WHD,Energy,Energy Equipment & Services,United States of America,65409000
WHF.O,Financials,Capital Markets,United States of America,23243088
WHG,Financials,Capital Markets,United States of America,12137080
WHR,Consumer Discretionary,Household Durables,United States of America,64000000
WILC.O,Consumer Staples,Consumer Staples Distribution & Retail,Israel,13867017
WING.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,28662614
WIX.O,Information Technology,IT Services,Israel,62189407
WK,Information Technology,Software,United States of America,54179018
WKC,Energy,"Oil, Gas & Consumable Fuels",United States of America,56700000
WLFC.O,Industrials,Trading Companies & Distributors,United States of America,6849000
WLGS.O,Industrials,Construction & Engineering,Hong Kong,15093847
WLK,Materials,Chemicals,United States of America,134658101
WLY,Communication Services,Media,United States of America,83182000
WLYB.K,Communication Services,Media,United States of America,83182000
WM,Industrials,Commercial Services & Supplies,United States of America,630282461
WMB,Energy,"Oil, Gas & Consumable Fuels",United States of America,1258000000
WMG.O,Communication Services,Entertainment,United States of America,517939000
WMK,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,33047807
WMPN.O,Financials,Banks,United States of America,9343900
WMS,Industrials,Building Products,United States of America,88965000
WNC,Industrials,Machinery,United States of America,78135797
WNEB.O,Financials,Banks,United States of America,20875713
WNS,Industrials,Professional Services,India,45684145
WOK.O,Health Care,Health Care Equipment & Supplies,China,14591942
WOLF.K,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,126409000
WOOF.O,Consumer Discretionary,Specialty Retail,United States of America,269000000
WOR,Industrials,Machinery,United States of America,49512937
WRAP.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,43855503
WRBY.K,Consumer Discretionary,Specialty Retail,United States of America,118156921
WRLD.O,Financials,Consumer Finance,United States of America,5938665
WS,Materials,Metals & Mining,United States of America,49331514
WSBC.O,Financials,Banks,United States of America,75354034
WSBF.O,Financials,Financial Services,United States of America,19343000
WSC.O,Industrials,Construction & Engineering,United States of America,183564899
WSFS.O,Financials,Banks,United States of America,75870764
WSM,Consumer Discretionary,Specialty Retail,United States of America,128314000
WSO,Industrials,Trading Companies & Distributors,United States of America,44452141
WST,Health Care,Life Sciences Tools & Services,United States of America,75300000
WTBA.O,Financials,Banks,United States of America,16832632
WTFC.O,Financials,Banks,United States of America,66560035
WTI,Energy,"Oil, Gas & Consumable Fuels",United States of America,149450000
WTM,Financials,Insurance,United States of America,2568100
WTRG.K,Utilities,Water Utilities,United States of America,276595228
WTS,Industrials,Machinery,United States of America,33319975
WTTR.K,Energy,Energy Equipment & Services,United States of America,103069732
WTW.O,Financials,Insurance,United Kingdom,99805780
WU,Financials,Financial Services,United States of America,337900000
WULF.O,Information Technology,Software,United States of America,276733329
WVE.O,Health Care,Pharmaceuticals,Singapore,119162234
WVVI.O,Consumer Staples,Beverages,United States of America,4964529
WWD.O,Industrials,Aerospace & Defense,United States of America,72960000
WWW,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,113721605
WYNN.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,133584166
X,Materials,Metals & Mining,United States of America,288088141
XAIR.O,Health Care,Health Care Equipment & Supplies,United States of America,45900821
XBIT.O,Health Care,Biotechnology,United States of America,30436964
XCUR.O,Health Care,Biotechnology,United States of America,1730150
XERS.O,Health Care,Pharmaceuticals,United States of America,138130715
XGN.O,Health Care,Biotechnology,United States of America,17045954
XMTR.O,Industrials,Trading Companies & Distributors,United States of America,48165533
XNCR.O,Health Care,Biotechnology,United States of America,60998191
XOM,Energy,"Oil, Gas & Consumable Fuels",United States of America,8019000000
XOMA.O,Health Care,Biotechnology,United States of America,11495492
XOS.O,Industrials,Machinery,United States of America,5941000
XP.O,Financials,Capital Markets,Cayman Islands,538060551
XPER.K,Information Technology,Software,United States of America,44211000
XPL,Materials,Metals & Mining,United States of America,79586358
XPO,Industrials,Ground Transportation,United States of America,117000000
XPOF.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,30897000
XPRO.K,Energy,Energy Equipment & Services,United States of America,113389911
XRAY.O,Health Care,Health Care Equipment & Supplies,United States of America,264500000
XRX.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,124435000
XYL,Industrials,Machinery,United States of America,259200000
YCBD.K,Health Care,Pharmaceuticals,United States of America,3939057
YELP.K,Communication Services,Interactive Media & Services,United States of America,65817690
YETI.K,Consumer Discretionary,Leisure Products,United States of America,89143176
YEXT.K,Information Technology,Software,United States of America,148197347
YHC.O,Communication Services,Media,United States of America,7244120
YIBO.O,Industrials,Commercial Services & Supplies,China,52631600
YMAB.O,Health Care,Biotechnology,United States of America,43672112
YORW.O,Utilities,Water Utilities,United States of America,14332245
YOSH.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,1330246
